live_race_id,player_tag,player_name,clan_tag,clan_name,current_fame,current_decks_used,decks_used_today,currently_member,previous_wars_count,last_3_avg_fame,last_3_avg_decks,last_2_avg_decks,last_3_avg_efficiency,last_5_participation_rate,last_5_full_participation_rate,previous_war_fame,previous_war_decks,fame_trend,last_3_fame_std,last_3_decks_std,previous_clan_score,last_3_avg_clan_score,cluster,archetype_name,model_eligible,prediction_tier,rotation_eligible
Y9202P9U-20260914-section-1,#8V2Q2GVGU,polski koks,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2333.3333333333335,10.666666666666666,8.0,145.83333333333334,0.6,0.4,0.0,0.0,-3500.0,2020.7259421636902,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#8YGLJYV92,Akren,#Y9202P9U,Galactic Kings,0,0,0,1,7.0,2633.3333333333335,14.666666666666666,14.0,178.125,1.0,0.6,1950.0,12.0,-1250.0,633.1139971074193,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#9002L2R9R,JSN✨,#Y9202P9U,Galactic Kings,0,0,0,1,7.0,2150.0,12.0,14.0,181.5972222222222,0.6,0.2,2150.0,12.0,-600.0,600.0,4.0,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#90PYC2P2,▁ ▂ ▃ ▄ ▅ ▆ █ Ⓓ,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,1766.6666666666667,9.333333333333334,14.0,127.08333333333333,0.6,0.2,2400.0,12.0,-500.0,1550.268793897798,8.326663997864532,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#99V29PPLU,▁ ▂ ▃ ▄ ▅ ▆ █Ⓣ,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,1733.3333333333333,10.666666666666666,16.0,108.33333333333333,0.4,0.4,2200.0,16.0,-800.0,1553.490693030806,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#9GLQUU0C,aattcc,#Y9202P9U,Galactic Kings,0,0,0,1,8.0,2800.0,13.333333333333334,12.0,210.41666666666666,1.0,0.4,1700.0,8.0,-1600.0,953.9392014169456,4.618802153517006,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#9RG0VPUVY,batan,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,1633.3333333333333,8.0,12.0,137.5,0.8,0.2,1700.0,8.0,-1500.0,1601.0413278030437,8.0,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#9RQ8YRYQL,老板 Ι Batan’宙斯,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,600.0,2.6666666666666665,4.0,75.0,0.6,0.0,1800.0,8.0,1800.0,1039.2304845413264,4.618802153517007,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#9RU0GR8J,LionGalaxy,#Y9202P9U,Galactic Kings,0,0,0,0,9.0,2566.6666666666665,13.333333333333334,14.0,192.36111111111111,0.8,0.2,2100.0,12.0,-1000.0,503.32229568471666,2.3094010767585034,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#9RY8GQJQU,『PHX』Marcel✨Nay,#Y9202P9U,Galactic Kings,0,0,0,0,6.0,1716.6666666666667,9.333333333333334,12.0,166.66666666666666,0.8,0.2,1350.0,8.0,-1950.0,1435.5602855099235,6.110100926607787,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#9UY8L0UJG,hog❤️,#Y9202P9U,Galactic Kings,0,0,0,0,8.0,950.0,5.333333333333333,8.0,118.75,0.6,0.0,1450.0,8.0,50.0,823.1038816577164,4.618802153517007,9864,9790.666666666666,2.0,Low-Participation Player,True,ml_model,1
Y9202P9U-20260914-section-1,#9YP0RYGR,AL_JOKER,#Y9202P9U,Galactic Kings,0,0,0,1,4.0,1266.6666666666667,8.333333333333334,8.0,157.4074074074074,1.0,0.0,700.0,4.0,-1000.0,513.1601439446883,4.041451884327381,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#9YUCJV00,MuK｜⚡Leo⚡,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,2016.6666666666667,10.666666666666666,8.0,126.04166666666667,0.8,0.4,0.0,0.0,-3050.0,1746.6634860021932,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#C222JLCG,⭐PRO⭐,#Y9202P9U,Galactic Kings,0,0,0,0,1.0,2300.0,12.0,12.0,191.66666666666666,1.0,0.0,2300.0,12.0,0.0,,,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#C9Q20CLGY,❤️ Ana Luiza ❤️,#Y9202P9U,Galactic Kings,0,0,0,1,1.0,2500.0,12.0,12.0,208.33333333333334,1.0,0.0,2500.0,12.0,0.0,,,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#CJPL2J82U,Riapyi,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9864,9790.666666666666,2.0,Low-Participation Player,True,ml_model,1
Y9202P9U-20260914-section-1,#CJVL8CG8,GK03™,#Y9202P9U,Galactic Kings,0,0,0,0,6.0,1200.0,5.333333333333333,8.0,75.0,0.4,0.2,0.0,0.0,-3600.0,2078.460969082653,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#CR0JUCC2,Don-Mehdi,#Y9202P9U,Galactic Kings,0,0,0,0,14.0,1833.3333333333333,10.666666666666666,8.0,114.58333333333333,0.4,0.4,0.0,0.0,-2450.0,1615.8073317488486,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#CUJ0YVLL9,FF｜Soxee™,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2633.3333333333335,14.666666666666666,16.0,179.51388888888889,1.0,0.6,2400.0,16.0,-950.0,633.1139971074193,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#G0QQUGY,syen,#Y9202P9U,Galactic Kings,0,0,0,1,6.0,1783.3333333333333,10.666666666666666,14.0,151.38888888888889,1.0,0.2,2150.0,12.0,-650.0,1241.3030787576954,6.110100926607787,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#G0YVG9J9R,Pindakaas,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2366.6666666666665,12.333333333333334,10.5,190.2777777777778,0.8,0.2,1800.0,9.0,-100.0,896.2886439832502,3.511884584284246,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#GC00888J0,りあぴぃ,#Y9202P9U,Galactic Kings,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#GQYVYQ82,AM♣️Joma,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2533.3333333333335,14.666666666666666,14.0,173.61111111111111,1.0,0.4,2200.0,12.0,0.0,577.3502691896258,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#GUVVPU828,Ryza,#Y9202P9U,Galactic Kings,0,0,0,1,6.0,1933.3333333333333,10.666666666666666,8.0,120.83333333333333,0.8,0.6,0.0,0.0,-2550.0,1710.506747526397,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#GVC0URYV8,主人｜Lou✨,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,1533.3333333333333,10.666666666666666,8.0,95.83333333333333,0.6,0.6,2300.0,16.0,2300.0,1327.9056191361394,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#J80LP2J0,ABRAMMP3 JR,#Y9202P9U,Galactic Kings,0,0,0,0,2.0,1725.0,10.0,10.0,168.75,1.0,0.0,2250.0,12.0,1050.0,742.4621202458749,2.8284271247461903,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#J98LL9CU,Deadication,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,2850.0,14.666666666666666,14.0,193.75,1.0,0.4,2250.0,12.0,-550.0,626.4982043070834,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#JLCYYCY0G,Alsubaie,#Y9202P9U,Galactic Kings,0,0,0,1,4.0,1483.3333333333333,9.333333333333334,8.0,152.7777777777778,1.0,0.0,800.0,8.0,-500.0,791.0962857537212,2.3094010767585034,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#JPGLC99VU,BigRys,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2866.6666666666665,14.666666666666666,14.0,195.48611111111111,1.0,0.4,2350.0,12.0,-400.0,583.8093296045664,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#L2VQJ8QVP,Horsey,#Y9202P9U,Galactic Kings,0,0,0,0,5.0,666.6666666666666,4.0,0.0,55.55555555555555,0.6,0.2,0.0,0.0,0.0,1154.7005383792516,6.928203230275509,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#LVLVC8QYC,✨️mariano☔️☃️,#Y9202P9U,Galactic Kings,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#P82L9GQL0,hog✨,#Y9202P9U,Galactic Kings,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#P8JUY99V,The Jonkler,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2983.3333333333335,14.666666666666666,14.0,200.69444444444446,1.0,0.6,2050.0,12.0,-1250.0,822.0908303425682,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#PCJYGUYU,♠️Cam♦️,#Y9202P9U,Galactic Kings,0,0,0,1,6.0,550.0,3.0,4.5,61.111111111111114,0.2,0.0,1650.0,9.0,1650.0,952.6279441628825,5.196152422706632,9864,9790.666666666666,2.0,Low-Participation Player,True,ml_model,1
Y9202P9U-20260914-section-1,#PGPCJCY2,LandShark,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2333.3333333333335,12.666666666666666,12.0,183.63095238095238,1.0,0.2,1400.0,8.0,-1300.0,814.4527815247077,4.163331998932265,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#PPLJYPL8Q,Luiz CR☄️,#Y9202P9U,Galactic Kings,0,0,0,1,2.0,50.0,0.5,0.5,50.0,0.5,0.0,0.0,0.0,-100.0,70.71067811865476,0.7071067811865476,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#PVJ80LQU,ProB,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2600.0,14.666666666666666,14.0,175.3472222222222,1.0,0.4,1850.0,12.0,-1550.0,776.2087348130012,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#Q0GVLRRU,Cobrito❤️Moni,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2783.3333333333335,14.666666666666666,14.0,190.625,1.0,0.4,2400.0,12.0,-650.0,340.3429642777023,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#Q0Y9VUQG9,Jenner8,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2450.0,16.0,16.0,153.125,1.0,0.8,2200.0,16.0,-50.0,390.51248379533274,0.0,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#Q9JURC8RG,reaperwarrior,#Y9202P9U,Galactic Kings,0,0,0,1,12.0,2666.6666666666665,13.333333333333334,12.0,200.0,1.0,0.2,2450.0,12.0,100.0,464.5786621588785,2.3094010767585034,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#QJPGQPU,Storm,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2916.6666666666665,16.0,16.0,182.29166666666666,1.0,1.0,2150.0,16.0,-1050.0,671.4412359494562,0.0,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#QV9YQ2JL,Boozer✨️,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,1616.6666666666667,8.0,6.0,134.72222222222223,0.8,0.0,2350.0,12.0,2350.0,1402.0817855365403,6.928203230275509,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#RLC920VU0,ℵΛMƎ,#Y9202P9U,Galactic Kings,0,0,0,0,3.0,1333.3333333333333,6.666666666666667,2.0,108.33333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,-400.0,1973.1531449264992,8.32666399786453,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#U8L88PUJU,for nothing!,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,3050.0,14.666666666666666,14.0,209.375,1.0,0.4,2700.0,12.0,-350.0,350.0,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#U8Q9CGYU,⚡Agustin⚡,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,2983.3333333333335,14.666666666666666,14.0,203.81944444444446,1.0,0.4,2500.0,12.0,-1000.0,500.83264004389065,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#UC9J89QRY,RUM SHIP,#Y9202P9U,Galactic Kings,0,0,0,0,10.0,266.6666666666667,1.3333333333333333,2.0,66.66666666666667,0.4,0.0,800.0,4.0,800.0,461.8802153517006,2.3094010767585034,9864,9790.666666666666,2.0,Low-Participation Player,True,ml_model,1
Y9202P9U-20260914-section-1,#UJRR8QGUJ,The Iso Zo,#Y9202P9U,Galactic Kings,0,0,0,0,2.0,1750.0,8.0,8.0,109.375,0.5,0.5,0.0,0.0,-3500.0,2474.8737341529163,11.313708498984761,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#ULV0RPYJR,Always Lucky,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,1033.3333333333333,8.0,8.0,129.16666666666666,0.8,0.0,900.0,8.0,-100.0,152.75252316519467,0.0,9864,9790.666666666666,2.0,Low-Participation Player,True,ml_model,1
Y9202P9U-20260914-section-1,#ULVP8GRR0,Sightless™ I 強的,#Y9202P9U,Galactic Kings,0,0,0,0,3.0,3150.0,14.666666666666666,14.0,215.625,1.0,0.6666666666666666,2700.0,12.0,-550.0,409.2676385936225,2.3094010767585034,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#VGCYJYQGJ,▁ ▂ ▃ ▄ ▅ ▆ █ Ⓓ,#Y9202P9U,Galactic Kings,0,0,0,0,1.0,900.0,4.0,4.0,225.0,1.0,0.0,900.0,4.0,0.0,,,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#VQQLRRGRR,HumBleGuY,#Y9202P9U,Galactic Kings,0,0,0,0,11.0,2300.0,10.666666666666666,8.0,143.75,0.6,0.4,0.0,0.0,-3400.0,1992.4858845171275,9.237604307034013,9864,9790.666666666666,1.0,Inconsistent Contributor,True,ml_model,1
Y9202P9U-20260914-section-1,#Y209JCGU,hog™️,#Y9202P9U,Galactic Kings,0,0,0,0,1.0,500.0,4.0,4.0,125.0,1.0,0.0,500.0,4.0,0.0,,,9864,9790.666666666666,,Not Enough History,False,limited_history,1
Y9202P9U-20260914-section-1,#Y2G9LJVGY,Agent,#Y9202P9U,Galactic Kings,0,0,0,1,7.0,2750.0,14.666666666666666,14.0,188.54166666666666,1.0,0.4,2400.0,12.0,-550.0,304.138126514911,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#Y992UG9P2,Seto Kaiba｜波多黎各,#Y9202P9U,Galactic Kings,0,0,0,1,10.0,2666.6666666666665,13.333333333333334,12.0,199.30555555555554,1.0,0.2,2300.0,12.0,-100.0,550.7570547286102,2.3094010767585034,9864,9790.666666666666,0.0,Reliable High Performer,True,ml_model,1
Y9202P9U-20260914-section-1,#YC2VCCQ8P,hog,#Y9202P9U,Galactic Kings,0,0,0,0,4.0,66.66666666666667,0.6666666666666666,1.0,33.333333333333336,0.5,0.0,200.0,2.0,200.0,115.47005383792515,1.1547005383792517,9864,9790.666666666666,,Not Enough History,True,ml_model,1
Y9202P9U-20260914-section-1,#YLLQ9V9C8,Dukeypoo❤️Zo,#Y9202P9U,Galactic Kings,0,0,0,0,9.0,1408.3333333333333,6.666666666666667,6.0,141.31944444444446,0.6,0.0,2500.0,12.0,2500.0,1279.7297891872852,6.110100926607787,9864,9790.666666666666,2.0,Low-Participation Player,True,ml_model,1
Y9202P9U-20260914-section-1,#YP9L28LU,Thundrrun,#Y9202P9U,Galactic Kings,0,0,0,1,5.0,1750.0,9.333333333333334,6.0,122.22222222222221,0.8,0.2,1850.0,12.0,1850.0,1702.2044530549201,8.326663997864532,9864,9790.666666666666,,Not Enough History,True,ml_model,1
